区分,入室時刻,checkIn,hours,既存料金,既存プラン,最安料金,最安プラン,差額(既存-最安)
日祝,14:30,14.5,13,21600,"休憩(サービスタイム3部) + 宿泊2部",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1800
日祝,15:00,15,12.5,21600,"休憩(サービスタイム3部) + 宿泊2部",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1800
日祝,21:00,21,5.5,13800,"宿泊1部",12000,"前延長2本 + 休憩(M時間) + 延長1本",1800
日祝,21:30,21.5,5.5,13800,"宿泊1部",12000,"前延長1本 + 休憩(M時間) + 延長2本",1800
日祝,22:00,22,5.5,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
日祝,22:30,22.5,5,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
日祝,23:00,23,4.5,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
日祝,23:30,23.5,4,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
土,13:00,13,13.5,21600,"休憩(サービスタイム2部) + 宿泊1部",19800,"前延長2本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",1800
土,13:30,13.5,13.5,21600,"休憩(サービスタイム2部) + 宿泊1部",19800,"前延長1本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1800
土,14:00,14,13.5,21600,"休憩(サービスタイム3部) + 宿泊2部",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1800
土,14:30,14.5,13,21600,"休憩(サービスタイム3部) + 宿泊2部",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1800
土,15:00,15,12.5,21600,"休憩(サービスタイム3部) + 宿泊2部",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1800
土,21:00,21,5.5,13800,"宿泊1部",12000,"前延長2本 + 休憩(M時間) + 延長1本",1800
土,21:30,21.5,5.5,13800,"宿泊1部",12000,"前延長1本 + 休憩(M時間) + 延長2本",1800
土,22:00,22,5.5,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
土,22:30,22.5,5,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
土,23:00,23,4.5,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
土,23:30,23.5,4,13800,"宿泊2部",12000,"休憩(M時間) + 延長3本",1800
平日,00:30,0.5,2,8800,"深夜休憩",7400,"ショート + 延長1本",1400
平日,01:00,1,1.5,8800,"深夜休憩",7400,"ショート + 延長1本",1400
平日,01:30,1.5,1,8800,"深夜休憩",7400,"ショート + 延長1本",1400
平日,13:30,13.5,23.5,24400,"休憩(5時間)(平日) + 宿泊1部(平日)+ 延長2本",23000,"前延長1本 + 休憩(サービスタイム3部) + 宿泊2部",1400
平日,16:00,16,23.5,27200,"前延長4本 + 宿泊1部(平日) + 休憩(サービスタイム2部)",25800,"休憩(サービスタイム3部) + 宿泊2部 + 延長3本",1400
平日,16:30,16.5,22.5,25800,"前延長3本 + 宿泊1部(平日) + 休憩(サービスタイム2部)",24400,"休憩(サービスタイム3部) + 宿泊2部 + 延長2本",1400
日祝,00:00,0,12.5,15200,"宿泊2部 + 延長1本",13800,"宿泊2部",1400
日祝,00:00,0,19.5,23000,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本",21600,"宿泊2部 + 休憩(サービスタイム3部)",1400
日祝,00:30,0.5,2,8800,"深夜休憩",7400,"ショート + 延長1本",1400
日祝,00:30,0.5,12,15200,"宿泊2部 + 延長1本",13800,"宿泊2部",1400
日祝,00:30,0.5,19,23000,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本",21600,"宿泊2部 + 休憩(サービスタイム3部)",1400
日祝,01:00,1,1.5,8800,"深夜休憩",7400,"ショート + 延長1本",1400
日祝,01:00,1,11.5,15200,"宿泊2部 + 延長1本",13800,"宿泊2部",1400
日祝,01:00,1,18.5,23000,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本",21600,"宿泊2部 + 休憩(サービスタイム3部)",1400
日祝,01:30,1.5,1,8800,"深夜休憩",7400,"ショート + 延長1本",1400
日祝,01:30,1.5,11,15200,"宿泊2部 + 延長1本",13800,"宿泊2部",1400
日祝,01:30,1.5,18,23000,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本",21600,"宿泊2部 + 休憩(サービスタイム3部)",1400
日祝,13:30,13.5,23.5,24400,"休憩(サービスタイム2部) + 宿泊1部 + 延長2本",23000,"前延長1本 + 休憩(サービスタイム3部) + 宿泊2部",1400
日祝,16:00,16,23.5,27200,"前延長4本 + 宿泊1部 + 休憩(サービスタイム2部)",25800,"休憩(サービスタイム3部) + 宿泊2部 + 延長3本",1400
日祝,16:30,16.5,22.5,25800,"前延長3本 + 宿泊1部 + 休憩(サービスタイム2部)",24400,"休憩(サービスタイム3部) + 宿泊2部 + 延長2本",1400
土,00:30,0.5,2,8800,"深夜休憩",7400,"ショート + 延長1本",1400
土,01:00,1,1.5,8800,"深夜休憩",7400,"ショート + 延長1本",1400
土,01:30,1.5,1,8800,"深夜休憩",7400,"ショート + 延長1本",1400
平日,01:30,1.5,15.5,21600,"宿泊2部(平日) + 休憩(サービスタイム3部)",20400,"前延長9本 + 休憩(サービスタイム1部)",1200
平日,01:30,1.5,16,21600,"宿泊2部(平日) + 休憩(サービスタイム3部)",20400,"前延長9本 + 休憩(サービスタイム1部)",1200
平日,01:30,1.5,16.5,21600,"宿泊2部(平日) + 休憩(サービスタイム3部)",20400,"前延長9本 + 休憩(サービスタイム1部)",1200
土,01:30,1.5,13.5,21600,"宿泊1部 + 休憩(サービスタイム2部)",20400,"前延長9本 + 休憩(サービスタイム1部)",1200
土,01:30,1.5,14,21600,"宿泊1部 + 休憩(サービスタイム2部)",20400,"前延長9本 + 休憩(サービスタイム1部)",1200
土,01:30,1.5,14.5,21600,"宿泊1部 + 休憩(サービスタイム2部)",20400,"前延長9本 + 休憩(サービスタイム1部)",1200
平日,15:30,15.5,12,20800,"前延長5本 + 宿泊1部(平日)",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1000
平日,16:00,16,11,19400,"前延長4本 + 宿泊1部(平日)",18400,"休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
平日,16:30,16.5,10,18000,"前延長3本 + 宿泊1部(平日)",17000,"休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",1000
日祝,06:00,6,21,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
日祝,06:30,6.5,20.5,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
日祝,07:00,7,20,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
日祝,07:30,7.5,19.5,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
日祝,08:00,8,19,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
日祝,08:30,8.5,18,25800,"前延長3本 + 休憩(サービスタイム2部) + 宿泊1部",24800,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",1000
日祝,15:30,15.5,12,20800,"前延長5本 + 宿泊1部",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1000
日祝,16:00,16,11,19400,"前延長4本 + 宿泊1部",18400,"休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
日祝,16:30,16.5,10,18000,"前延長3本 + 宿泊1部",17000,"休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",1000
土,06:00,6,21,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
土,06:30,6.5,20.5,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
土,07:00,7,20,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
土,07:30,7.5,19.5,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
土,08:00,8,19,27200,"休憩(サービスタイム1部) + 延長4本 + 宿泊1部",26200,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
土,08:30,8.5,18,25800,"前延長3本 + 休憩(サービスタイム2部) + 宿泊1部",24800,"休憩(サービスタイム1部) + 休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",1000
土,15:30,15.5,12,20800,"前延長5本 + 宿泊1部",19800,"休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",1000
土,16:00,16,11,19400,"前延長4本 + 宿泊1部",18400,"休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",1000
土,16:30,16.5,10,18000,"前延長3本 + 宿泊1部",17000,"休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",1000
平日,00:00,0,4,13800,"宿泊2部(平日)",13000,"ショート + 延長5本",800
平日,00:30,0.5,4,13800,"宿泊2部(平日)",13000,"ショート + 延長5本",800
平日,01:00,1,3.5,13800,"宿泊2部(平日)",13000,"ショート + 延長5本",800
日祝,00:00,0,4,13800,"宿泊2部",13000,"ショート + 延長5本",800
日祝,00:00,0,16.5,21600,"宿泊1部 + 休憩(サービスタイム2部)",20800,"宿泊2部 + 延長5本",800
日祝,00:30,0.5,4,13800,"宿泊2部",13000,"ショート + 延長5本",800
日祝,00:30,0.5,16,21600,"宿泊1部 + 休憩(サービスタイム2部)",20800,"宿泊2部 + 延長5本",800
日祝,01:00,1,3.5,13800,"宿泊2部",13000,"ショート + 延長5本",800
日祝,01:00,1,15.5,21600,"宿泊1部 + 休憩(サービスタイム2部)",20800,"宿泊2部 + 延長5本",800
日祝,01:30,1.5,15,21600,"宿泊1部 + 休憩(サービスタイム2部)",20800,"宿泊2部 + 延長5本",800
土,00:00,0,4,13800,"宿泊2部",13000,"ショート + 延長5本",800
土,00:30,0.5,4,13800,"宿泊2部",13000,"ショート + 延長5本",800
土,01:00,1,3.5,13800,"宿泊2部",13000,"ショート + 延長5本",800
平日,15:30,15.5,21,22200,"前延長5本 + 宿泊1部(平日) + 延長 1本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
平日,16:00,16,21,22200,"前延長4本 + 宿泊1部(平日) + 延長 2本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
平日,16:30,16.5,21,22200,"前延長3本 + 宿泊1部(平日) + 延長 3本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
平日,17:00,17,21,22200,"前延長2本 + 宿泊1部(平日) + 延長 4本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
平日,17:00,17,21.5,23600,"前延長2本 + 宿泊1部(平日) + 延長 5本",23000,"休憩(サービスタイム3部) + 宿泊2部 + 延長1本",600
日祝,15:30,15.5,21,22200,"前延長5本 + 宿泊1部 + 延長1本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
日祝,16:00,16,21,22200,"前延長4本 + 宿泊1部 + 延長2本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
日祝,16:30,16.5,21,22200,"前延長3本 + 宿泊1部 + 延長3本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
日祝,17:00,17,21,22200,"前延長2本 + 宿泊1部 + 延長4本",21600,"休憩(サービスタイム3部) + 宿泊2部",600
日祝,17:00,17,21.5,23600,"前延長2本 + 宿泊1部 + 延長5本",23000,"休憩(サービスタイム3部) + 宿泊2部 + 延長1本",600
平日,01:30,1.5,15,20800,"宿泊2部(平日) + 延長5本",20400,"前延長9本 + 休憩(サービスタイム1部)",400
平日,09:30,9.5,17,21600,"休憩(サービスタイム1部)(平日) + 宿泊1部(平日)",21200,"前延長1本 + 休憩(サービスタイム2部) + 延長2本 + 休憩(M時間) + 延長1本",400
平日,10:00,10,17,21600,"休憩(サービスタイム1部)(平日) + 宿泊1部(平日)",21200,"休憩(サービスタイム2部) + 延長2本 + 休憩(M時間) + 延長2本",400
平日,10:30,10.5,16.5,21600,"休憩(サービスタイム1部)(平日) + 宿泊1部(平日)",21200,"休憩(サービスタイム2部) + 延長2本 + 休憩(M時間) + 延長2本",400
平日,11:00,11,16,21600,"休憩(サービスタイム1部)(平日) + 宿泊1部(平日)",21200,"休憩(サービスタイム2部) + 延長2本 + 休憩(M時間) + 延長2本",400
平日,11:30,11.5,15.5,21600,"休憩(サービスタイム1部)(平日) + 宿泊1部(平日)",21200,"休憩(サービスタイム2部) + 延長2本 + 休憩(M時間) + 延長2本",400
平日,12:00,12,15,21600,"休憩(サービスタイム1部)(平日) + 宿泊1部(平日)",21200,"休憩(サービスタイム2部) + 延長2本 + 休憩(M時間) + 延長2本",400
平日,12:30,12.5,14.5,21600,"休憩(サービスタイム1部)(平日) + 宿泊1部(平日)",21200,"休憩(サービスタイム2部) + 延長2本 + 休憩(M時間) + 延長2本",400
平日,13:00,13,14,21600,"休憩(5時間)(平日) + 宿泊1部(平日)",21200,"前延長2本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",400
平日,13:30,13.5,14,21600,"休憩(5時間)(平日) + 宿泊1部(平日)",21200,"前延長1本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",400
平日,14:00,14,14,21600,"休憩(サービスタイム3部)(平日)+ 宿泊2部(平日)",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
平日,14:30,14.5,13.5,21600,"休憩(サービスタイム3部)(平日)+ 宿泊2部(平日)",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
平日,15:00,15,13,21600,"休憩(サービスタイム3部)(平日)+ 宿泊2部(平日)",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
平日,19:30,19.5,7,13800,"宿泊1部(平日)",13400,"前延長3本 + 休憩(M時間) + 延長1本",400
平日,20:00,20,7,13800,"宿泊1部(平日)",13400,"前延長2本 + 休憩(M時間) + 延長2本",400
平日,20:30,20.5,7,13800,"宿泊1部(平日)",13400,"前延長1本 + 休憩(M時間) + 延長3本",400
平日,21:00,21,7,13800,"宿泊1部(平日)",13400,"休憩(M時間) + 延長4本",400
平日,21:30,21.5,6.5,13800,"宿泊1部(平日)",13400,"休憩(M時間) + 延長4本",400
平日,22:00,22,6,13800,"宿泊2部(平日)",13400,"休憩(M時間) + 延長4本",400
平日,22:30,22.5,5.5,13800,"宿泊2部(平日)",13400,"休憩(M時間) + 延長4本",400
平日,23:00,23,5,13800,"宿泊2部(平日)",13400,"休憩(M時間) + 延長4本",400
平日,23:30,23.5,4.5,13800,"宿泊2部(平日)",13400,"休憩(M時間) + 延長4本",400
日祝,12:30,12.5,14,21600,"休憩(サービスタイム2部) + 宿泊1部",21200,"前延長3本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",400
日祝,13:00,13,14,21600,"休憩(サービスタイム2部) + 宿泊1部",21200,"前延長2本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",400
日祝,13:30,13.5,14,21600,"休憩(サービスタイム2部) + 宿泊1部",21200,"前延長1本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",400
日祝,14:00,14,14,21600,"休憩(サービスタイム3部) + 宿泊2部",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
日祝,14:30,14.5,13.5,21600,"休憩(サービスタイム3部) + 宿泊2部",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
日祝,15:00,15,13,21600,"休憩(サービスタイム3部) + 宿泊2部",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
日祝,20:30,20.5,6,13800,"宿泊1部",13400,"前延長3本 + 休憩(M時間) + 延長1本",400
日祝,21:00,21,6,13800,"宿泊1部",13400,"前延長2本 + 休憩(M時間) + 延長2本",400
日祝,21:30,21.5,6,13800,"宿泊1部",13400,"前延長1本 + 休憩(M時間) + 延長3本",400
日祝,22:00,22,6,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
日祝,22:30,22.5,5.5,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
日祝,23:00,23,5,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
日祝,23:30,23.5,4.5,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
土,01:30,1.5,13,20800,"宿泊2部 + 延長5本",20400,"前延長9本 + 休憩(サービスタイム1部)",400
土,12:30,12.5,14,21600,"休憩(サービスタイム2部) + 宿泊1部",21200,"前延長3本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長1本",400
土,13:00,13,14,21600,"休憩(サービスタイム2部) + 宿泊1部",21200,"前延長2本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長2本",400
土,13:30,13.5,14,21600,"休憩(サービスタイム2部) + 宿泊1部",21200,"前延長1本 + 休憩(サービスタイム3部) + 休憩(M時間) + 延長3本",400
土,14:00,14,14,21600,"休憩(サービスタイム3部) + 宿泊2部",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
土,14:30,14.5,13.5,21600,"休憩(サービスタイム3部) + 宿泊2部",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
土,15:00,15,13,21600,"休憩(サービスタイム3部) + 宿泊2部",21200,"休憩(サービスタイム3部) + 休憩(M時間) + 延長4本",400
土,20:30,20.5,6,13800,"宿泊1部",13400,"前延長3本 + 休憩(M時間) + 延長1本",400
土,21:00,21,6,13800,"宿泊1部",13400,"前延長2本 + 休憩(M時間) + 延長2本",400
土,21:30,21.5,6,13800,"宿泊1部",13400,"前延長1本 + 休憩(M時間) + 延長3本",400
土,22:00,22,6,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
土,22:30,22.5,5.5,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
土,23:00,23,5,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
土,23:30,23.5,4.5,13800,"宿泊2部",13400,"休憩(M時間) + 延長4本",400
